i,hypo,hyper,closure,hypo_syn,hyper_syn,path_len,path,vec_hypo,vec_hyper,vec_path_mean,vec_hypo_method,vec_hyper_method,vec_hypo_key,vec_hyper_key
0,supermarket,commercial building,False,,,,,True,True,,direct_key,token_average_surface,supermarket,
1,hand tool,tool,True,hand_tool.n.01,tool.n.01,1.0,hand_tool.n.01 -> tool.n.01,True,True,,synset_lemma,synset_lemma,tool,tool
2,peach,fruit,True,peach.n.03,fruit.n.01,2.0,peach.n.03 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_lemma,synset_hypernym_backoff,peach,plant
3,pike,fish,True,pike.n.05,fish.n.01,5.0,pike.n.05 -> percoid_fish.n.01 -> spiny-finned_fish.n.01 -> teleost_fish.n.01 -> bony_fish.n.01 -> fish.n.01,True,True,,synset_lemma,synset_hypernym_backoff,pike,animal
4,nail gun,power tool,False,,,,,True,True,,direct_key,token_average_surface,nail gun,
5,workshop,industrial building,False,,,,,True,True,,direct_key,token_average_surface,workshop,
6,noodles,grain product,False,,,,,True,False,,direct_key,unk,noodles,
7,tortilla,grain product,False,,,,,True,False,,wn_hypernym_backoff,unk,cake,
8,store,commercial building,False,,,,,True,True,,direct_key,token_average_surface,store,
9,flowering plant,plant,True,plant.n.01,plant.n.01,0.0,plant.n.01,True,True,,synset_lemma,synset_lemma,plant,plant
10,fish,animal,True,fish.n.01,animal.n.01,4.0,fish.n.01 -> aquatic_vertebrate.n.01 -> vertebrate.n.01 -> chordate.n.01 -> animal.n.01,True,True,,synset_hypernym_backoff,synset_lemma,animal,animal
11,glider,aircraft,True,glider.n.01,aircraft.n.01,2.0,glider.n.01 -> heavier-than-air_craft.n.01 -> aircraft.n.01,True,True,,synset_lemma,synset_hypernym_backoff,glider,vehicle
12,aircraft,vehicle,True,aircraft.n.01,vehicle.n.01,2.0,aircraft.n.01 -> craft.n.02 -> vehicle.n.01,True,True,,synset_hypernym_backoff,synset_lemma,vehicle,vehicle
13,meat,food,True,meat.n.01,food.n.02,1.0,meat.n.01 -> food.n.02,True,True,,synset_hypernym_backoff,synset_lemma,food,food
14,clothing,physical object,True,clothing.n.01,object.n.01,4.0,clothing.n.01 -> covering.n.02 -> artifact.n.01 -> whole.n.02 -> object.n.01,True,True,,synset_lemma,synset_lemma,clothing,physical object
15,ferry,watercraft,True,ferry.n.01,vessel.n.02,2.0,ferry.n.01 -> boat.n.01 -> vessel.n.02,True,True,,synset_lemma,synset_hypernym_backoff,ferry,vehicle
16,plant,physical object,True,plant.n.02,object.n.01,4.0,plant.n.02 -> organism.n.01 -> living_thing.n.01 -> whole.n.02 -> object.n.01,True,True,,synset_lemma,synset_lemma,plant,physical object
17,oak,tree,True,oak.n.02,tree.n.01,1.0,oak.n.02 -> tree.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
18,saw,hand tool,True,saw.n.02,hand_tool.n.01,1.0,saw.n.02 -> hand_tool.n.01,True,True,,synset_hypernym_backoff,synset_lemma,tool,tool
19,scarf,accessory,False,,,,,True,True,,direct_key,wn_hypernym_backoff,scarf,clothing
20,salmon,fish,True,salmon.n.03,fish.n.02,1.0,salmon.n.03 -> fish.n.02,True,True,,synset_lemma,synset_hypernym_backoff,salmon,food
21,bacon,meat,True,bacon.n.01,meat.n.01,3.0,bacon.n.01 -> cut_of_pork.n.01 -> cut.n.06 -> meat.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,pork,food
22,viola,string instrument,True,viola.n.03,bowed_stringed_instrument.n.01,1.0,viola.n.03 -> bowed_stringed_instrument.n.01,True,True,,synset_lemma,synset_lemma,viola,instrument
23,road vehicle,vehicle,True,vehicle.n.01,vehicle.n.01,0.0,vehicle.n.01,True,True,,synset_lemma,synset_lemma,vehicle,vehicle
24,mosquito,insect,True,mosquito.n.01,insect.n.01,2.0,mosquito.n.01 -> dipterous_insect.n.01 -> insect.n.01,True,True,,synset_lemma,synset_hypernym_backoff,mosquito,animal
25,trousers,lower body clothing,True,trouser.n.01,clothing.n.01,2.0,trouser.n.01 -> garment.n.01 -> clothing.n.01,True,True,,synset_hypernym_backoff,synset_lemma,clothing,clothing
26,moth,insect,True,moth.n.01,insect.n.01,2.0,moth.n.01 -> lepidopterous_insect.n.01 -> insect.n.01,True,True,,synset_lemma,synset_hypernym_backoff,moth,animal
27,airplane,aircraft,True,airplane.n.01,aircraft.n.01,2.0,airplane.n.01 -> heavier-than-air_craft.n.01 -> aircraft.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,vehicle,vehicle
28,bat,mammal,True,bat.n.01,mammal.n.01,2.0,bat.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
29,synagogue,religious building,True,synagogue.n.01,building.n.01,2.0,synagogue.n.01 -> place_of_worship.n.01 -> building.n.01,True,True,,synset_lemma,synset_lemma,synagogue,building
30,power plant,industrial building,False,,,,,True,True,,direct_key,token_average_surface,power plant,
31,cereal,grain product,True,grain.n.02,grain.n.02,0.0,grain.n.02,True,True,,synset_lemma,synset_lemma,food,food
32,lecture hall,educational building,False,,,,,True,True,,direct_key,token_average_surface,lecture hall,
33,bassoon,woodwind,True,bassoon.n.01,woodwind.n.01,3.0,bassoon.n.01 -> double-reed_instrument.n.01 -> beating-reed_instrument.n.01 -> woodwind.n.01,True,True,,synset_lemma,synset_lemma,bassoon,instrument
34,sailboat,watercraft,True,sailboat.n.01,vessel.n.02,2.0,sailboat.n.01 -> sailing_vessel.n.01 -> vessel.n.02,True,True,,synset_lemma,synset_hypernym_backoff,sailboat,vehicle
35,cap,headwear,False,,,,,True,False,,direct_key,unk,cap,
36,cat,mammal,True,cat.n.01,mammal.n.01,4.0,cat.n.01 -> feline.n.01 -> carnivore.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_lemma,synset_hypernym_backoff,cat,animal
37,bus,road vehicle,True,bus.n.04,vehicle.n.01,5.0,bus.n.04 -> car.n.01 -> motor_vehicle.n.01 -> self-propelled_vehicle.n.01 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,wn_lemma,synset_lemma,coach,vehicle
38,wasp,insect,True,wasp.n.02,insect.n.01,2.0,wasp.n.02 -> hymenopterous_insect.n.01 -> insect.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
39,tulip,flowering plant,True,tulip.n.01,plant.n.02,4.0,tulip.n.01 -> liliaceous_plant.n.01 -> bulbous_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_hypernym_backoff,synset_lemma,plant,plant
40,helmet,headwear,False,,,,,False,False,,unk,unk,,
41,reptile,animal,True,reptile.n.01,animal.n.01,3.0,reptile.n.01 -> vertebrate.n.01 -> chordate.n.01 -> animal.n.01,True,True,,synset_hypernym_backoff,synset_lemma,animal,animal
42,seagull,bird,True,gull.n.02,bird.n.01,5.0,gull.n.02 -> larid.n.01 -> coastal_diving_bird.n.01 -> seabird.n.01 -> aquatic_bird.n.01 -> bird.n.01,True,True,,synset_lemma,synset_hypernym_backoff,seagull,animal
43,rocket,spacecraft,False,,,,,True,True,,direct_key,wn_lemma,rocket,vehicle
44,tram,rail vehicle,False,,,,,True,True,,direct_key,token_average_surface,tram,
45,sparrow,bird,True,sparrow.n.01,bird.n.01,2.0,sparrow.n.01 -> passerine.n.01 -> bird.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
46,fern,plant,True,fern.n.01,plant.n.02,3.0,fern.n.01 -> pteridophyte.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_hypernym_backoff,synset_lemma,plant,plant
47,temple,religious building,True,temple.n.03,building.n.01,1.0,temple.n.03 -> building.n.01,True,True,,synset_lemma,synset_lemma,temple,building
48,yacht,watercraft,True,yacht.n.01,vessel.n.02,1.0,yacht.n.01 -> vessel.n.02,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,vehicle,vehicle
49,maple,tree,True,maple.n.02,tree.n.01,2.0,maple.n.02 -> angiospermous_tree.n.01 -> tree.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
50,kiwi,fruit,True,kiwi.n.03,fruit.n.01,2.0,kiwi.n.03 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_lemma,synset_hypernym_backoff,kiwi,plant
51,blueberry,fruit,True,blueberry.n.02,fruit.n.01,3.0,blueberry.n.02 -> berry.n.01 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_lemma,synset_hypernym_backoff,blueberry,plant
52,bugle,brass instrument,True,bugle.n.01,brass.n.02,1.0,bugle.n.01 -> brass.n.02,True,True,,synset_hypernym_backoff,synset_lemma,instrument,instrument
53,mammal,animal,True,mammal.n.01,animal.n.01,3.0,mammal.n.01 -> vertebrate.n.01 -> chordate.n.01 -> animal.n.01,True,True,,synset_hypernym_backoff,synset_lemma,animal,animal
54,instrument,physical object,True,instrument.n.01,object.n.01,5.0,instrument.n.01 -> device.n.01 -> instrumentality.n.03 -> artifact.n.01 -> whole.n.02 -> object.n.01,True,True,,synset_lemma,synset_lemma,instrument,physical object
55,lawn mower,gardening tool,True,lawn_mower.n.01,tool.n.01,2.0,lawn_mower.n.01 -> garden_tool.n.01 -> tool.n.01,True,True,,synset_lemma,synset_lemma,lawn mower,tool
56,alto saxophone,woodwind,False,,,,,True,True,,token_average_surface,wn_lemma,,instrument
57,boat,watercraft,True,boat.n.01,vessel.n.02,1.0,boat.n.01 -> vessel.n.02,True,True,,synset_lemma,synset_hypernym_backoff,boat,vehicle
58,building,physical object,True,building.n.01,object.n.01,4.0,building.n.01 -> structure.n.01 -> artifact.n.01 -> whole.n.02 -> object.n.01,True,True,,synset_lemma,synset_lemma,building,physical object
59,beret,headwear,False,,,,,True,False,,direct_key,unk,beret,
60,dragonfly,insect,True,dragonfly.n.01,insect.n.01,2.0,dragonfly.n.01 -> odonate.n.01 -> insect.n.01,True,True,,synset_lemma,synset_hypernym_backoff,snake,animal
61,hat,headwear,False,,,,,True,False,,direct_key,unk,hat,
62,rice,grain product,True,rice.n.01,grain.n.02,1.0,rice.n.01 -> grain.n.02,True,True,,synset_lemma,synset_lemma,rice,food
63,jet,aircraft,True,jet.n.01,aircraft.n.01,3.0,jet.n.01 -> airplane.n.01 -> heavier-than-air_craft.n.01 -> aircraft.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,vehicle,vehicle
64,plum,fruit,True,plum.n.02,fruit.n.01,2.0,plum.n.02 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_lemma,synset_hypernym_backoff,plum,plant
65,hammer,hand tool,True,hammer.n.02,hand_tool.n.01,1.0,hammer.n.02 -> hand_tool.n.01,True,True,,synset_hypernym_backoff,synset_lemma,tool,tool
66,lamb,meat,True,lamb.n.05,meat.n.01,1.0,lamb.n.05 -> meat.n.01,True,True,,synset_lemma,synset_hypernym_backoff,lamb,food
67,bee,insect,True,bee.n.01,insect.n.01,2.0,bee.n.01 -> hymenopterous_insect.n.01 -> insect.n.01,True,True,,synset_lemma,synset_hypernym_backoff,bee,animal
68,goldfish,fish,True,goldfish.n.01,fish.n.01,6.0,goldfish.n.01 -> cyprinid.n.01 -> cypriniform_fish.n.01 -> soft-finned_fish.n.01 -> teleost_fish.n.01 -> bony_fish.n.01 -> fish.n.01,True,True,,synset_lemma,synset_hypernym_backoff,goldfish,animal
69,hotel,commercial building,True,hotel.n.01,building.n.01,1.0,hotel.n.01 -> building.n.01,True,True,,synset_lemma,synset_lemma,hotel,building
70,drum kit,percussion instrument,True,drum.n.01,percussion_instrument.n.01,1.0,drum.n.01 -> percussion_instrument.n.01,True,True,,synset_hypernym_backoff,synset_lemma,instrument,instrument
71,triangle,percussion instrument,True,triangle.n.05,percussion_instrument.n.01,1.0,triangle.n.05 -> percussion_instrument.n.01,True,True,,synset_lemma,synset_lemma,triangle,instrument
72,subway train,rail vehicle,False,,,,,True,True,,token_average_surface,token_average_surface,,
73,crow,bird,True,crow.n.01,bird.n.01,4.0,crow.n.01 -> corvine_bird.n.01 -> oscine.n.01 -> passerine.n.01 -> bird.n.01,True,True,,synset_lemma,synset_hypernym_backoff,crow,animal
74,minibus,road vehicle,False,,,,,True,True,,direct_key,token_average_surface,minibus,
75,snare drum,percussion instrument,True,snare_drum.n.01,percussion_instrument.n.01,2.0,snare_drum.n.01 -> drum.n.01 -> percussion_instrument.n.01,True,True,,synset_lemma,synset_lemma,snare drum,instrument
76,tiger,mammal,True,tiger.n.02,mammal.n.01,5.0,tiger.n.02 -> big_cat.n.01 -> feline.n.01 -> carnivore.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_lemma,synset_hypernym_backoff,tiger,animal
77,snake,reptile,True,snake.n.01,reptile.n.01,2.0,snake.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_lemma,synset_hypernym_backoff,snake,animal
78,bracelet,accessory,False,,,,,True,True,,direct_key,wn_hypernym_backoff,bracelet,clothing
79,catfish,fish,True,catfish.n.03,fish.n.01,4.0,catfish.n.03 -> soft-finned_fish.n.01 -> teleost_fish.n.01 -> bony_fish.n.01 -> fish.n.01,True,True,,synset_lemma,synset_hypernym_backoff,catfish,animal
80,pork,meat,True,pork.n.01,meat.n.01,1.0,pork.n.01 -> meat.n.01,True,True,,synset_lemma,synset_hypernym_backoff,pork,food
81,tuba,brass instrument,True,bass_horn.n.01,brass.n.02,1.0,bass_horn.n.01 -> brass.n.02,True,True,,synset_lemma,synset_lemma,tuba,instrument
82,accordion,keyboard instrument,True,accordion.n.01,keyboard_instrument.n.01,1.0,accordion.n.01 -> keyboard_instrument.n.01,True,True,,synset_lemma,synset_lemma,accordion,instrument
83,spruce,tree,True,spruce.n.02,tree.n.01,3.0,spruce.n.02 -> conifer.n.01 -> gymnospermous_tree.n.01 -> tree.n.01,True,True,,synset_lemma,synset_hypernym_backoff,spruce,plant
84,hoodie,upper body clothing,False,,,,,False,True,,unk,token_average_surface,,
85,office building,commercial building,True,office_building.n.01,building.n.01,1.0,office_building.n.01 -> building.n.01,True,True,,synset_lemma,synset_lemma,building,building
86,necklace,accessory,False,,,,,True,True,,direct_key,wn_hypernym_backoff,necklace,clothing
87,pigeon,bird,True,pigeon.n.01,bird.n.01,3.0,pigeon.n.01 -> columbiform_bird.n.01 -> gallinaceous_bird.n.01 -> bird.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
88,whale,mammal,True,whale.n.02,mammal.n.01,4.0,whale.n.02 -> cetacean.n.01 -> aquatic_mammal.n.01 -> placental.n.01 -> mammal.n.01,True,True,,unk,synset_hypernym_backoff,,animal
89,bracken,fern,True,bracken.n.01,fern.n.01,1.0,bracken.n.01 -> fern.n.01,True,True,,synset_lemma,synset_hypernym_backoff,bracken,plant
90,elephant,mammal,True,elephant.n.01,mammal.n.01,3.0,elephant.n.01 -> pachyderm.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
91,apple tree,tree,True,tree.n.01,tree.n.01,0.0,tree.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
92,alligator,reptile,True,alligator.n.02,reptile.n.01,3.0,alligator.n.02 -> crocodilian_reptile.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
93,carp,fish,True,carp.n.02,fish.n.01,6.0,carp.n.02 -> cyprinid.n.01 -> cypriniform_fish.n.01 -> soft-finned_fish.n.01 -> teleost_fish.n.01 -> bony_fish.n.01 -> fish.n.01,True,True,,synset_lemma,synset_hypernym_backoff,carp,animal
94,bicycle,road vehicle,True,bicycle.n.01,vehicle.n.01,2.0,bicycle.n.01 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_lemma,synset_lemma,bicycle,vehicle
95,barrel cactus,cactus,True,barrel_cactus.n.01,cactus.n.01,1.0,barrel_cactus.n.01 -> cactus.n.01,True,True,,synset_lemma,synset_hypernym_backoff,barrel cactus,plant
96,headwear,clothing,False,,,,,False,True,,unk,direct_key,,clothing
97,keyboard instrument,instrument,True,instrument.n.01,instrument.n.01,0.0,instrument.n.01,True,True,,synset_lemma,synset_lemma,instrument,instrument
98,birch,tree,True,birch.n.02,tree.n.01,1.0,birch.n.02 -> tree.n.01,True,True,,synset_lemma,synset_hypernym_backoff,birch,plant
99,clavichord,keyboard instrument,True,clavichord.n.01,keyboard_instrument.n.01,1.0,clavichord.n.01 -> keyboard_instrument.n.01,True,True,,synset_lemma,synset_lemma,clavichord,instrument
100,clarinet,woodwind,True,clarinet.n.01,woodwind.n.01,3.0,clarinet.n.01 -> single-reed_instrument.n.01 -> beating-reed_instrument.n.01 -> woodwind.n.01,True,True,,synset_hypernym_backoff,synset_lemma,instrument,instrument
101,upper body clothing,clothing,True,clothing.n.01,clothing.n.01,0.0,clothing.n.01,True,True,,synset_lemma,synset_lemma,clothing,clothing
102,daisy,flowering plant,True,daisy.n.01,angiosperm.n.01,2.0,daisy.n.01 -> flower.n.01 -> angiosperm.n.01,True,True,,synset_lemma,synset_lemma,daisy,plant
103,jacket,upper body clothing,True,jacket.n.01,clothing.n.01,4.0,jacket.n.01 -> coat.n.01 -> overgarment.n.01 -> garment.n.01 -> clothing.n.01,True,True,,synset_lemma,synset_lemma,jacket,clothing
104,butterfly,insect,True,butterfly.n.01,insect.n.01,2.0,butterfly.n.01 -> lepidopterous_insect.n.01 -> insect.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
105,educational building,building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_lemma,synset_lemma,building,building
106,gecko,reptile,True,gecko.n.01,reptile.n.01,4.0,gecko.n.01 -> lizard.n.01 -> saurian.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,unk,synset_hypernym_backoff,,animal
107,shovel,gardening tool,True,shovel.n.01,tool.n.01,2.0,shovel.n.01 -> hand_tool.n.01 -> tool.n.01,True,True,,synset_lemma,synset_lemma,shovel,tool
108,tape measure,measuring tool,False,,,,,True,True,,direct_key,token_average_surface,tape measure,
109,cedar,tree,True,cedar.n.01,tree.n.01,3.0,cedar.n.01 -> conifer.n.01 -> gymnospermous_tree.n.01 -> tree.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
110,tomato,vegetable,True,tomato.n.01,vegetable.n.01,2.0,tomato.n.01 -> solanaceous_vegetable.n.01 -> vegetable.n.01,True,True,,synset_lemma,synset_hypernym_backoff,tomato,truck
