i,hypo,hyper,closure,hypo_syn,hyper_syn,path_len,path,vec_hypo,vec_hyper,vec_path_mean,vec_hypo_method,vec_hyper_method,vec_hypo_key,vec_hyper_key
223,spirit level,measuring tool,False,,,,,True,True,,direct_key,token_average_surface,spirit level,
224,jeans,lower body clothing,True,jean.n.01,clothing.n.01,3.0,jean.n.01 -> workwear.n.01 -> apparel.n.01 -> clothing.n.01,True,True,,synset_hypernym_backoff,synset_lemma,clothing,clothing
225,watercraft,vehicle,True,vessel.n.02,vehicle.n.01,2.0,vessel.n.02 -> craft.n.02 -> vehicle.n.01,True,True,,synset_hypernym_backoff,synset_lemma,vehicle,vehicle
226,rose,flowering plant,True,rose.n.01,plant.n.02,4.0,rose.n.01 -> shrub.n.01 -> woody_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_lemma,synset_lemma,rose,plant
227,factory,industrial building,False,,,,,True,True,,direct_key,token_average_surface,factory,
228,lander,spacecraft,True,lander.n.02,spacecraft.n.01,1.0,lander.n.02 -> spacecraft.n.01,True,True,,synset_lemma,synset_lemma,lander,vehicle
229,eagle,bird,True,eagle.n.01,bird.n.01,2.0,eagle.n.01 -> bird_of_prey.n.01 -> bird.n.01,True,True,,synset_lemma,synset_hypernym_backoff,eagle,animal
230,violin,string instrument,True,violin.n.01,bowed_stringed_instrument.n.01,1.0,violin.n.01 -> bowed_stringed_instrument.n.01,True,True,,synset_lemma,synset_lemma,violin,instrument
231,blouse,upper body clothing,True,blouse.n.01,clothing.n.01,3.0,blouse.n.01 -> top.n.10 -> woman's_clothing.n.01 -> clothing.n.01,True,True,,synset_lemma,synset_lemma,blouse,clothing
232,food,physical object,False,,,,,True,True,,direct_key,direct_key,food,physical object
233,grasshopper,insect,True,grasshopper.n.01,insect.n.01,2.0,grasshopper.n.01 -> orthopterous_insect.n.01 -> insect.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
234,cornet,brass instrument,True,cornet.n.01,brass.n.02,1.0,cornet.n.01 -> brass.n.02,True,True,,synset_lemma,synset_lemma,cornet,instrument
235,violet,flowering plant,True,violet.n.01,plant.n.02,4.0,violet.n.01 -> viola.n.01 -> herb.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_hypernym_backoff,synset_lemma,viola,plant
236,banjo,string instrument,False,,,,,True,True,,direct_key,token_average_surface,banjo,
237,pliers,hand tool,True,pliers.n.01,hand_tool.n.01,1.0,pliers.n.01 -> hand_tool.n.01,True,True,,synset_lemma,synset_lemma,pliers,tool
238,xylophone,percussion instrument,True,marimba.n.01,percussion_instrument.n.01,1.0,marimba.n.01 -> percussion_instrument.n.01,True,True,,synset_lemma,synset_lemma,marimba,instrument
239,parrot,bird,True,parrot.n.01,bird.n.01,1.0,parrot.n.01 -> bird.n.01,True,True,,synset_lemma,synset_hypernym_backoff,parrot,animal
240,tie,accessory,False,,,,,True,True,,direct_key,wn_hypernym_backoff,tie,clothing
241,trowel,gardening tool,True,trowel.n.01,tool.n.01,2.0,trowel.n.01 -> hand_tool.n.01 -> tool.n.01,True,True,,synset_lemma,synset_lemma,trowel,tool
242,biplane,aircraft,True,biplane.n.01,aircraft.n.01,3.0,biplane.n.01 -> airplane.n.01 -> heavier-than-air_craft.n.01 -> aircraft.n.01,True,True,,synset_lemma,synset_hypernym_backoff,biplane,vehicle
243,spinach,vegetable,True,spinach.n.01,vegetable.n.02,1.0,spinach.n.01 -> vegetable.n.02,True,True,,synset_lemma,synset_hypernym_backoff,spinach,plant
244,sitar,string instrument,False,,,,,True,True,,wn_hypernym_backoff,token_average_surface,instrument,
245,turtle,reptile,True,turtle.n.02,reptile.n.01,3.0,turtle.n.02 -> chelonian.n.01 -> anapsid.n.01 -> reptile.n.01,True,True,,synset_lemma,synset_hypernym_backoff,turtle,animal
246,power drill,power tool,True,power.n.01,power.n.01,0.0,power.n.01,True,True,,direct_key,token_average_surface,power drill,
247,monkey,mammal,True,monkey.n.01,mammal.n.01,3.0,monkey.n.01 -> primate.n.02 -> placental.n.01 -> mammal.n.01,True,True,,synset_lemma,synset_hypernym_backoff,monkey,animal
248,angle grinder,power tool,False,,,,,True,True,,direct_key,token_average_surface,angle grinder,
249,iguana,reptile,True,common_iguana.n.01,reptile.n.01,5.0,common_iguana.n.01 -> iguanid.n.01 -> lizard.n.01 -> saurian.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_lemma,synset_hypernym_backoff,iguana,animal
250,onion,vegetable,True,onion.n.03,vegetable.n.01,1.0,onion.n.03 -> vegetable.n.01,True,True,,synset_lemma,synset_hypernym_backoff,onion,truck
251,sander,power tool,True,drum_sander.n.01,power_tool.n.01,1.0,drum_sander.n.01 -> power_tool.n.01,True,True,,synset_hypernym_backoff,synset_lemma,tool,tool
252,mandolin,string instrument,False,,,,,True,True,,direct_key,token_average_surface,mandolin,
253,beetle,insect,True,beetle.n.01,insect.n.01,1.0,beetle.n.01 -> insect.n.01,True,True,,synset_lemma,synset_hypernym_backoff,beetle,animal
254,boots,footwear,True,boot.n.01,footwear.n.02,1.0,boot.n.01 -> footwear.n.02,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,physical object,physical object
255,cheese,dairy product,True,cheese.n.01,dairy_product.n.01,1.0,cheese.n.01 -> dairy_product.n.01,True,True,,synset_lemma,synset_hypernym_backoff,cheese,food
256,cow,mammal,True,cow.n.02,mammal.n.01,2.0,cow.n.02 -> placental.n.01 -> mammal.n.01,True,True,,synset_lemma,synset_hypernym_backoff,cow,animal
257,wrench,hand tool,True,wrench.n.03,hand_tool.n.01,1.0,wrench.n.03 -> hand_tool.n.01,True,True,,synset_lemma,synset_lemma,wrench,tool
258,shark,fish,True,shark.n.01,fish.n.01,3.0,shark.n.01 -> elasmobranch.n.01 -> cartilaginous_fish.n.01 -> fish.n.01,True,True,,synset_lemma,synset_hypernym_backoff,shark,animal
259,euphonium,brass instrument,True,euphonium.n.01,brass.n.02,2.0,euphonium.n.01 -> bass_horn.n.01 -> brass.n.02,True,True,,synset_lemma,synset_lemma,euphonium,instrument
260,daffodil,flowering plant,True,daffodil.n.01,plant.n.02,4.0,daffodil.n.01 -> narcissus.n.01 -> bulbous_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_hypernym_backoff,synset_lemma,plant,plant
261,broccoli,vegetable,True,broccoli.n.02,vegetable.n.01,2.0,broccoli.n.02 -> cruciferous_vegetable.n.01 -> vegetable.n.01,True,True,,synset_lemma,synset_hypernym_backoff,broccoli,truck
262,lettuce,vegetable,True,lettuce.n.03,vegetable.n.01,3.0,lettuce.n.03 -> salad_green.n.01 -> greens.n.01 -> vegetable.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,truck,truck
263,dolphin,mammal,True,dolphin.n.02,mammal.n.01,6.0,dolphin.n.02 -> toothed_whale.n.01 -> whale.n.02 -> cetacean.n.01 -> aquatic_mammal.n.01 -> placental.n.01 -> mammal.n.01,True,True,,unk,synset_hypernym_backoff,,animal
264,cardigan,upper body clothing,True,cardigan.n.01,clothing.n.01,3.0,cardigan.n.01 -> sweater.n.01 -> garment.n.01 -> clothing.n.01,True,True,,synset_lemma,synset_lemma,cardigan,clothing
265,rail vehicle,vehicle,False,,,,,True,True,,token_average_surface,direct_key,,vehicle
266,recorder,woodwind,False,,,,,True,True,,direct_key,wn_lemma,recorder,instrument
267,fir,tree,True,fir.n.02,tree.n.01,3.0,fir.n.02 -> conifer.n.01 -> gymnospermous_tree.n.01 -> tree.n.01,True,True,,synset_lemma,synset_hypernym_backoff,fir,plant
268,cake,dessert,False,,,,,True,True,,direct_key,wn_hypernym_backoff,cake,food
269,brownie,dessert,False,,,,,False,True,,unk,wn_hypernym_backoff,,food
270,pruning shears,gardening tool,True,shears.n.01,tool.n.01,5.0,shears.n.01 -> scissors.n.01 -> edge_tool.n.01 -> cutter.n.06 -> cutting_implement.n.01 -> tool.n.01,True,True,,direct_key,synset_lemma,pruning shears,tool
271,submarine,watercraft,True,submarine.n.01,vessel.n.02,4.0,submarine.n.01 -> submersible.n.02 -> warship.n.01 -> ship.n.01 -> vessel.n.02,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,vehicle,vehicle
272,lawn grass,grass,True,grass.n.01,grass.n.01,0.0,grass.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
273,woodwind,instrument,False,,,,,True,True,,wn_lemma,direct_key,instrument,instrument
274,sunflower,flowering plant,True,sunflower.n.01,angiosperm.n.01,2.0,sunflower.n.01 -> flower.n.01 -> angiosperm.n.01,True,True,,synset_lemma,synset_lemma,sunflower,plant
275,flugelhorn,brass instrument,True,flugelhorn.n.01,brass.n.02,1.0,flugelhorn.n.01 -> brass.n.02,True,True,,synset_hypernym_backoff,synset_lemma,instrument,instrument
276,brass instrument,instrument,False,,,,,True,True,,token_average_surface,direct_key,,instrument
277,shoes,footwear,True,shoe.n.01,footwear.n.02,1.0,shoe.n.01 -> footwear.n.02,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,physical object,physical object
278,coach,road vehicle,True,passenger_car.n.01,vehicle.n.01,3.0,passenger_car.n.01 -> car.n.02 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_lemma,synset_lemma,car,vehicle
279,carrot,vegetable,True,carrot.n.03,vegetable.n.01,2.0,carrot.n.03 -> root_vegetable.n.01 -> vegetable.n.01,True,True,,synset_lemma,synset_hypernym_backoff,carrot,truck
280,physical object,entity,True,object.n.01,entity.n.01,2.0,object.n.01 -> physical_entity.n.01 -> entity.n.01,True,True,,synset_lemma,unk,physical object,
281,cathedral,religious building,True,cathedral.n.01,building.n.01,3.0,cathedral.n.01 -> church.n.02 -> place_of_worship.n.01 -> building.n.01,True,True,,synset_lemma,synset_lemma,cathedral,building
282,yogurt,dairy product,True,yogurt.n.01,dairy_product.n.01,1.0,yogurt.n.01 -> dairy_product.n.01,True,True,,synset_lemma,synset_hypernym_backoff,yogurt,food
283,guitar,string instrument,False,,,,,True,True,,direct_key,token_average_surface,guitar,
284,scooter,road vehicle,True,scooter.n.02,vehicle.n.01,2.0,scooter.n.02 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_lemma,synset_lemma,scooter,vehicle
285,banana,fruit,True,banana.n.02,fruit.n.01,2.0,banana.n.02 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
286,sandals,footwear,True,sandal.n.01,footwear.n.02,2.0,sandal.n.01 -> shoe.n.01 -> footwear.n.02,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,physical object,physical object
287,chicken,meat,True,chicken.n.01,meat.n.01,3.0,chicken.n.01 -> poultry.n.02 -> bird.n.02 -> meat.n.01,True,True,,synset_lemma,synset_hypernym_backoff,chicken,food
288,orchid,flowering plant,True,orchid.n.01,angiosperm.n.01,2.0,orchid.n.01 -> flower.n.01 -> angiosperm.n.01,True,True,,synset_lemma,synset_lemma,orchid,plant
289,strawberry,fruit,True,strawberry.n.01,fruit.n.01,3.0,strawberry.n.01 -> berry.n.01 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_lemma,synset_hypernym_backoff,strawberry,plant
290,shopping mall,commercial building,False,,,,,True,True,,direct_key,token_average_surface,shopping mall,
291,poppy,flowering plant,True,poppy.n.01,angiosperm.n.01,2.0,poppy.n.01 -> flower.n.01 -> angiosperm.n.01,True,True,,synset_lemma,synset_lemma,poppy,plant
292,van,road vehicle,True,van.n.03,vehicle.n.01,3.0,van.n.03 -> car.n.02 -> wheeled_vehicle.n.01 -> vehicle.n.01,True,True,,synset_hypernym_backoff,synset_lemma,car,vehicle
293,freight train,rail vehicle,False,,,,,True,True,,direct_key,token_average_surface,freight train,
294,dairy product,food,True,dairy_product.n.01,food.n.01,2.0,dairy_product.n.01 -> foodstuff.n.02 -> food.n.01,True,True,,synset_hypernym_backoff,synset_lemma,food,food
295,cactus,plant,True,cactus.n.01,plant.n.02,3.0,cactus.n.01 -> succulent.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_hypernym_backoff,synset_lemma,plant,plant
296,hoe,gardening tool,True,hoe.n.01,tool.n.01,1.0,hoe.n.01 -> tool.n.01,True,True,,synset_lemma,synset_lemma,hoe,tool
297,synthesizer,keyboard instrument,True,synthesizer.n.02,keyboard_instrument.n.01,1.0,synthesizer.n.02 -> keyboard_instrument.n.01,True,True,,synset_lemma,synset_lemma,synthesizer,instrument
298,rake,gardening tool,True,rake.n.03,tool.n.01,1.0,rake.n.03 -> tool.n.01,True,True,,synset_lemma,synset_lemma,rake,tool
299,orange,fruit,True,orange.n.01,fruit.n.01,3.0,orange.n.01 -> citrus.n.01 -> edible_fruit.n.01 -> fruit.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
300,trombone,brass instrument,True,trombone.n.01,brass.n.02,1.0,trombone.n.01 -> brass.n.02,True,True,,synset_hypernym_backoff,synset_lemma,instrument,instrument
301,grass,plant,True,grass.n.01,plant.n.02,4.0,grass.n.01 -> gramineous_plant.n.01 -> herb.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_hypernym_backoff,synset_lemma,plant,plant
302,prickly pear,cactus,True,prickly_pear.n.01,cactus.n.01,1.0,prickly_pear.n.01 -> cactus.n.01,True,True,,synset_lemma,synset_hypernym_backoff,prickly pear,plant
303,measuring tool,tool,True,tool.n.01,tool.n.01,0.0,tool.n.01,True,True,,synset_lemma,synset_lemma,tool,tool
304,wheatgrass,grass,True,wheatgrass.n.01,grass.n.01,1.0,wheatgrass.n.01 -> grass.n.01,True,True,,synset_lemma,synset_hypernym_backoff,wheatgrass,plant
305,kayak,watercraft,True,kayak.n.01,vessel.n.02,4.0,kayak.n.01 -> canoe.n.01 -> small_boat.n.01 -> boat.n.01 -> vessel.n.02,True,True,,synset_lemma,synset_hypernym_backoff,kayak,vehicle
306,vegetable,food,True,vegetable.n.01,food.n.02,2.0,vegetable.n.01 -> produce.n.01 -> food.n.02,True,True,,synset_hypernym_backoff,synset_lemma,truck,food
307,french horn,brass instrument,True,french_horn.n.01,brass.n.02,1.0,french_horn.n.01 -> brass.n.02,True,True,,synset_lemma,synset_lemma,french horn,instrument
308,crocodile,reptile,True,crocodile.n.01,reptile.n.01,3.0,crocodile.n.01 -> crocodilian_reptile.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_lemma,synset_hypernym_backoff,crocodile,animal
309,train,rail vehicle,False,,,,,True,True,,direct_key,token_average_surface,train,
310,penguin,bird,True,penguin.n.01,bird.n.01,4.0,penguin.n.01 -> sphenisciform_seabird.n.01 -> seabird.n.01 -> aquatic_bird.n.01 -> bird.n.01,True,True,,synset_lemma,synset_hypernym_backoff,penguin,animal
311,accessory,clothing,True,accessory.n.01,clothing.n.01,1.0,accessory.n.01 -> clothing.n.01,True,True,,synset_hypernym_backoff,synset_lemma,clothing,clothing
312,horse,mammal,True,horse.n.01,mammal.n.01,5.0,horse.n.01 -> equine.n.01 -> odd-toed_ungulate.n.01 -> ungulate.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_lemma,synset_hypernym_backoff,horse,animal
313,reed,grass,False,,,,,True,True,,direct_key,wn_hypernym_backoff,reed,plant
314,school,educational building,True,school.n.02,building.n.01,1.0,school.n.02 -> building.n.01,True,True,,synset_lemma,synset_lemma,school,building
315,goat,mammal,True,goat.n.01,mammal.n.01,6.0,goat.n.01 -> bovid.n.01 -> ruminant.n.01 -> even-toed_ungulate.n.01 -> ungulate.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_lemma,synset_hypernym_backoff,goat,animal
316,cherry tree,tree,True,tree.n.01,tree.n.01,0.0,tree.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,plant,plant
317,grain product,food,True,grain.n.02,food.n.01,2.0,grain.n.02 -> foodstuff.n.02 -> food.n.01,True,True,,synset_lemma,synset_lemma,food,food
318,lily,flowering plant,True,lily.n.01,plant.n.02,4.0,lily.n.01 -> liliaceous_plant.n.01 -> bulbous_plant.n.01 -> vascular_plant.n.01 -> plant.n.02,True,True,,synset_lemma,synset_lemma,lily,plant
319,religious building,building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_lemma,synset_lemma,building,building
320,lizard,reptile,True,lizard.n.01,reptile.n.01,3.0,lizard.n.01 -> saurian.n.01 -> diapsid.n.01 -> reptile.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,animal,animal
321,apartment building,residential building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_lemma,synset_lemma,building,building
322,house,residential building,True,house.n.01,building.n.01,1.0,house.n.01 -> building.n.01,True,True,,synset_lemma,synset_lemma,house,building
323,timpani,percussion instrument,True,kettle.n.04,percussion_instrument.n.01,1.0,kettle.n.04 -> percussion_instrument.n.01,True,True,,synset_lemma,synset_lemma,timpani,instrument
324,circular saw,power tool,True,power_saw.n.01,power_tool.n.01,1.0,power_saw.n.01 -> power_tool.n.01,True,True,,synset_hypernym_backoff,synset_lemma,tool,tool
325,university building,educational building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_lemma,synset_lemma,building,building
326,lion,mammal,True,lion.n.01,mammal.n.01,5.0,lion.n.01 -> big_cat.n.01 -> feline.n.01 -> carnivore.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,cat,animal
327,double bass,string instrument,True,bass_fiddle.n.01,bowed_stringed_instrument.n.01,1.0,bass_fiddle.n.01 -> bowed_stringed_instrument.n.01,True,True,,synset_lemma,synset_lemma,double bass,instrument
328,turkey,meat,True,turkey.n.04,meat.n.01,3.0,turkey.n.04 -> poultry.n.02 -> bird.n.02 -> meat.n.01,True,True,,synset_lemma,synset_hypernym_backoff,turkey,food
329,bass clarinet,woodwind,True,bass_clarinet.n.01,woodwind.n.01,4.0,bass_clarinet.n.01 -> clarinet.n.01 -> single-reed_instrument.n.01 -> beating-reed_instrument.n.01 -> woodwind.n.01,True,True,,synset_lemma,synset_lemma,bass clarinet,instrument
330,tool,physical object,True,tool.n.01,object.n.01,5.0,tool.n.01 -> implement.n.01 -> instrumentality.n.03 -> artifact.n.01 -> whole.n.02 -> object.n.01,True,True,,synset_lemma,synset_lemma,tool,physical object
331,ship,watercraft,True,ship.n.01,vessel.n.02,1.0,ship.n.01 -> vessel.n.02,True,True,,synset_hypernym_backoff,synset_hypernym_backoff,vehicle,vehicle
